cast,country,Year,Quarter,Month,Day,description,duration,director,listed_in,rating,release_year,show_id,title,type
"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,2017,Qtr 2,May,1,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead.",96 min,Andy Goddard,Thrillers,R,2016,s191,A Kind of Murder,Movie
"Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.","Canada, United States",2019,Qtr 4,October,4,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",102 min,Vincenzo Natali,"Horror Movies, Thrillers",TV-MA,2019,s2976,In the Tall Grass,Movie
"Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey, Leigh Whannell, Angus Sampson, Andrew Astor, Joseph Bishara","United States, Canada, United Kingdom",2019,Qtr 2,May,9,"Hoping to leave their haunted house behind, a suburban family moves to a new place, only to learn the home wasn't haunted... but their eldest son is.",103 min,James Wan,"Horror Movies, Thrillers",PG-13,2010,s3020,Insidious,Movie
"Patrika Darbo, Kim Delaney, Jordin Sparks, Makenzie Moss, Liam Matthews, Andrew W. Walker, Lindsay Pulsipher, Gary Grubbs, Robin Givens, Arthur Cartwright",United States,2019,Qtr 1,February,9,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",111 min,Harold Cronk,"Children & Family Movies, Dramas, Faith & Spirituality",PG,2018,s2451,God Bless the Broken Road,Movie
"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",United States,2018,Qtr 1,March,6,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him.",84 min,Joe Camp,Children & Family Movies,G,1977,s2229,For the Love of Benji,Movie
Patton Oswalt,United States,2017,Qtr 4,October,17,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",66 min,Bobcat Goldthwait,Stand-Up Comedy,TV-MA,2017,s4797,Patton Oswalt: Annihilation,Movie
"Patton Oswalt, Bob Rubin",United States,2020,Qtr 2,May,19,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,1 Season,Marcus Raboy,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2020,s4798,Patton Oswalt: I Love Everything,TV Show
"Patton Oswalt, Kevin Hart, Tiffany Haddish, Jenny Slate, Eric Stonestreet, Harrison Ford, Dana Carvey, Nick Kroll, Lake Bell, Ellie Kemper, Bobby Moynihan, Hannibal Buress","United States, France, Japan",2019,Qtr 4,December,27,"On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat.",86 min,Chris Renaud,"Children & Family Movies, Comedies",PG,2019,s6857,The Secret Life of Pets 2,Movie
"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias",United States,2019,Qtr 4,November,1,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,100 min,Scott Stewart,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2010,s3578,Legion,Movie
"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",United Kingdom,2016,Qtr 3,September,6,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",102 min,Jon Spira,Documentaries,TV-PG,2015,s1987,Elstree 1976,Movie
"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth","United States, Sweden",2019,Qtr 1,January,30,A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to â€“ and a newfound reason to live.,97 min,"Dan Kwan, Daniel Scheinert","Comedies, Dramas, Independent Movies",R,2016,s5943,Swiss Army Man,Movie
"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy RodrÃ­guez, Bill Irwin, Mary Beth Hurt",United States,2019,Qtr 3,July,1,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",110 min,M. Night Shyamalan,"Sci-Fi & Fantasy, Thrillers",PG-13,2006,s3517,Lady in the Water,Movie
"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,2018,Qtr 4,October,5,"Struggling to conceive, a couple in their 40s are almost out of options â€“ until a sliver of hope arrives in the form of their visiting step-niece.",124 min,Tamara Jenkins,"Comedies, Dramas, Independent Movies",R,2018,s4979,Private Life,Movie
"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette MÃ¼ller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2017,Qtr 1,January,15,"DJ Ickarus is at the top of his game, dazzling fans and touring the world â€“ until he gets locked in the loony bin after taking a few too many drugs.",105 min,Hannes StÃ¶hr,"Dramas, International Movies, Music & Musicals",TV-MA,2008,s839,Berlin Calling,Movie
"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Australia, United Kingdom",2020,Qtr 1,January,1,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",95 min,Baz Luhrmann,"Classic Movies, Comedies, Romantic Movies",PG,1992,s5847,Strictly Ballroom,Movie
"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,2021,Qtr 1,January,1,"Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp â€“ and on the wrong side of its warden.",127 min,Stuart Rosenberg,"Classic Movies, Dramas",TV-14,1967,s1498,Cool Hand Luke,Movie
"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada",2020,Qtr 1,January,15,"Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",89 min,Marek Kanievska,"Action & Adventure, Comedies, Dramas",PG-13,2000,s7588,Where the Money Is,Movie
"Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",United States,2014,Qtr 4,December,18,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.",48 min,"Paul Reubens, Wayne Orr",Movies,TV-PG,1988,s4813,Pee-wee's Playhouse: Christmas Special,Movie
"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle",United States,2016,Qtr 1,March,18,A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny â€“ and his first-ever holiday!,90 min,John Lee,"Children & Family Movies, Comedies, Cult Movies",TV-PG,2016,s4811,Pee-wee's Big Holiday,Movie
"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson, Frederick Weller, Bobby Cannavale",United States,2016,Qtr 2,June,24,"In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",97 min,Rob Burnett,"Comedies, Dramas, Independent Movies",TV-MA,2016,s6379,The Fundamentals of Caring,Movie
"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller",United States,2019,Qtr 1,February,26,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.,90 min,Jesse Peretz,"Comedies, Dramas, Independent Movies",R,2011,s4695,Our Idiot Brother,Movie
"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael PeÃ±a, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park",United States,2019,Qtr 1,January,29,"Problems big and small pop up when Scott Lang, aka Ant-Man, gets drafted by Dr. Hank Pym and Hope van Dyne, aka the Wasp, for an urgent rescue mission.",118 min,Peyton Reed,"Action & Adventure, Comedies, Sci-Fi & Fantasy",PG-13,2018,s547,Ant-Man and the Wasp,Movie
"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,2018,Qtr 1,March,1,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",101 min,Joey Curtis,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",TV-MA,2016,s89,2307: Winter's Dream,Movie
"Paul Tylak, Susie Power, Roger Gregg, Dermot Magennis, Marcus Lamb, J. Drew Lucas",Denmark,2019,Qtr 1,March,1,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",75 min,"Philip Einstein Lipski, JÃ¸rgen Lerdam, Amalie NÃ¦sby Fick",Children & Family Movies,TV-G,2018,s6487,The Incredible Story of the Giant Pear,Movie
"Paula EchevarrÃ­a, Miguel Ãngel Silvestre, Aitana SÃ¡nchez-GijÃ³n, Manuela Velasco, Manuela VellÃ©s, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, AdriÃ¡n Lastra, Miriam Giovanelli, Natalia MillÃ¡n, JosÃ© SacristÃ¡n, Ingrid Rubio, Peter Vives, LlorenÃ§ GonzÃ¡lez, Ãngela Molina, Pastora Vega",Spain,2020,Qtr 1,March,4,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",4 Seasons,Carlos Sedes,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",TV-14,2016,s7401,Velvet,TV Show
"Paulina GarcÃ­a, Claudio Rissi","Argentina, Chile",2018,Qtr 4,November,8,"While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.",78 min,"Cecilia AtÃ¡n, Valeria Pivato","Dramas, International Movies",TV-14,2017,s6290,The Desert Bride,Movie
"Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala","South Africa, Angola",2020,Qtr 3,August,28,Two brothers â€” one a narcotics agent and the other a general â€”Â finally discover the identity of the drug lord who murdered their parents decades ago.,107 min,"Chris Roland, Maradona Dias Dos Santos","Action & Adventure, International Movies",TV-MA,2020,s5386,Santana,Movie
"Paulo Avelino, Carlo Aquino, Arron Villaflor, Mon Confiado, Gwen Zamora, Jeffrey Quizon, Alvin Anson, Empress Schuck, Perla Bautista, Benjamin Alves",Philippines,2019,Qtr 1,January,26,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna.""",150 min,Jerrold Tarog,"Dramas, International Movies",TV-MA,2018,s2508,Goyo: The Boy General,Movie
"Pauly Shore, Mike Castle, Aimee Teegarden, Billy Zane, Charlotte McKinney, Louis Ferrigno,  Jr., Erik Griffin, Bobby Lee, Punkie Johnson, Mikaela Hoover, Chris Kattan, Steve-O",United States,2020,Qtr 4,December,18,The only downside to a young coupleâ€™s new dream home â€” and fresh start â€” is the nightmare of the raucous houseguest in back who refuses to leave.,84 min,Sam Macaroni,Comedies,R,2020,s2548,Guest House,Movie
"Pavan Malhotra, Kay Kay Menon, Aditya Srivastava, Dibyendu Bhattacharya, Kishore Kadam, Gajraj Rao, Zakir Hussain, Imtiaz Ali, Pratima Kazmi, Raj Arjun",India,2020,Qtr 4,November,19,This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.,162 min,Anurag Kashyap,"Dramas, International Movies",TV-MA,2004,s951,Black Friday,Movie
"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",India,2017,Qtr 4,December,1,"Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity.",124 min,Harjit Singh,"Dramas, International Movies",TV-14,2015,s1933,Eh Janam Tumhare Lekhe,Movie
"Paz BascuÃ±Ã¡n, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo RomÃ¡n, Loreto Aravena, Ariel Levy, Ignacia Allamand, RamÃ³n Llao",Chile,2018,Qtr 2,May,4,A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.,116 min,NicolÃ¡s LÃ³pez,"Comedies, Dramas, International Movies",TV-MA,2018,s4487,No Estoy Loca,Movie
"Pedro Alonso, Nacho Fresneda, Carmina Barrios, JosÃ© Ãngel Egido, Ã€lex Monner, RaÃºl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira",Spain,2020,Qtr 2,April,22,"While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality.",93 min,Marc Vigil,"International Movies, Thrillers",TV-MA,2019,s6873,The Silence of the Marsh,Movie
"PenÃ©lope Cruz, Edgar RamÃ­rez, Wagner Moura, Gael GarcÃ­a Bernal, Ana de Armas, Leonardo Sbaraglia","France, Brazil, Spain, Belgium",2020,Qtr 2,June,19,"Based on a true and gripping story: Cuban spies infiltrate exile groups in the 1990s to stop terrorism against the island, but at a high personal cost.",128 min,Olivier Assayas,"Dramas, International Movies, Thrillers",TV-MA,2020,s7488,Wasp Network,Movie
"PenÃ©lope Cruz, Javier Bardem, Ricardo DarÃ­n, Eduard FernÃ¡ndez, BÃ¡rbara Lennie, Inma Cuesta, Elvira MÃ­nguez, RamÃ³n Barea, Carla Campra, Sara SÃ¡lamo, Roger Casamajor, JosÃ© Ãngel Egido","Spain, France, Italy",2019,Qtr 2,June,6,"Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted.",133 min,Asghar Farhadi,"Dramas, International Movies, Thrillers",R,2019,s2047,Everybody Knows,Movie
"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2019,Qtr 4,December,26,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",2 Seasons,Lee Toland Krieger,"Crime TV Shows, Romantic TV Shows, TV Dramas",TV-MA,2019,s7722,You,TV Show
"Perdita Weeks, Ben Feldman, Edwin Hodge, FranÃ§ois Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, ThÃ©o Cholbi, Emy LÃ©vy",United States,2018,Qtr 3,September,16,A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,93 min,John Erick Dowdle,"Horror Movies, Thrillers",R,2014,s592,"As Above, So Below",Movie
Pete Davidson,United States,2020,Qtr 1,February,25,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City.",50 min,Jason Orley,Stand-Up Comedy,TV-MA,2020,s4835,Pete Davidson: Alive From New York,Movie
"Pete Evans, William Davis, Loren Cordain","United States, Australia, South Africa, United Kingdom",2018,Qtr 2,April,24,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses.",90 min,Robert Tate,Documentaries,TV-PG,2017,s6629,The Magic Pill,Movie
Peter Coyote,United States,2019,Qtr 2,April,19,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,116 min,"Ken Burns, Christopher Loren Ewers, Erik Ewers",Documentaries,TV-14,2018,s6653,The Mayo Clinic,Movie
"Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei","United Kingdom, United States, Canada",2020,Qtr 2,June,1,"A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers.",112 min,Mark Palansky,"Dramas, Sci-Fi & Fantasy",PG-13,2017,s5160,Rememory,Movie
Peter Dunning,United States,2017,Qtr 1,March,9,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning.",92 min,Tony Stone,Documentaries,TV-MA,2016,s4836,Peter and the Farm,Movie
"Peter Firth, Kit Harington, Jennifer Ehle, Elyes Gabel, Eleanor Matsuura, Tim McInnerny, Lara Pulver, David Harewood, Tuppence Middleton",United Kingdom,2019,Qtr 3,August,1,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.",105 min,Bharat Nalluri,"Action & Adventure, Dramas, International Movies",R,2015,s4065,MI-5,Movie
"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu",Taiwan,2018,Qtr 3,September,1,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",1 Season,Peter Ho,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,s338,Age of Rebellion,TV Show
"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner SchÃ¶ne, Udo Kroschwald",Germany,2017,Qtr 1,February,15,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder.",109 min,Thomas Stuber,"Dramas, Independent Movies, International Movies",TV-MA,2015,s186,A Heavy Heart,Movie
"Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,2017,Qtr 3,September,26,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.",94 min,"Linda Saffire, Adam Schlesinger",Documentaries,TV-MA,2016,s5171,Restless Creature: Wendy Whelan,Movie
"Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls, Demosthenes Chrysan, Dragos Bucur, Shaban Arifi, Julia Ragnarsson, Danny Sapani, Nigel Lindsay, Osy Ikhile, Sidney Kean, Lisa McAllister, Catherine Winter, Amarildo Kola, Julius Peter Wells",United Kingdom,2017,Qtr 1,March,31,"Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",1 Season,Michael Samuels,"British TV Shows, Crime TV Shows, TV Dramas",TV-MA,2012,s6345,The Fear,TV Show
"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore",2019,Qtr 2,April,13,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,95 min,Yeo Siew Hua,"Dramas, International Movies",TV-MA,2019,s193,A Land Imagined,Movie
"PetrÃ´nio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo GalvÃ£o, AndrÃ© GonÃ§alves, Marcello Airoldi",Brazil,2018,Qtr 3,July,20,This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,133 min,Alexandre Avancini,"Dramas, Faith & Spirituality, International Movies",PG,2018,s4519,Nothing to Lose,Movie
"PetrÃ´nio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo GalvÃ£o, CÃ©sar Mello, Leonardo Franco, Raphael Viana, OtÃ¡vio Martins",Brazil,2019,Qtr 4,December,7,"As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel.",97 min,Alexandre Avancini,"Dramas, Faith & Spirituality, International Movies",PG-13,2019,s4520,Nothing to Lose 2,Movie
"Phantira Pipityakorn, Oabnithi Wiwattanawarang, Sapol Assawamunkong, Surasak Vongthai, Sahatchai 'Stop' Chumrum, Sahajak Boonthanakit, Makorn Supinacharoen, Sasithorn Panichnok",Thailand,2019,Qtr 2,June,30,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.,122 min,Sittisiri Mongkolsiri,"Horror Movies, International Movies, Romantic Movies",TV-MA,2019,s3002,Inhuman Kiss,Movie
"Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",United States,2018,Qtr 2,April,1,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline.",75 min,"Phil Nibbelink, Simon Wells",Children & Family Movies,G,1991,s487,An American Tail: Fievel Goes West,Movie
"Philip Kwok, Chien Sun, Sheng Chiang, Feng Lu, Meng Lo, Pai Wei, Lung Wei Wang, Feng Ku, Shu Pei Sun, Sun Chien",Hong Kong,2018,Qtr 3,July,31,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,97 min,Cheh Chang,"Action & Adventure, Cult Movies, International Movies",R,1978,s6358,The Five Venoms,Movie
"Philippe Aractingi, Diane Aractingi","Lebanon, United Arab Emirates, France, Switzerland, Germany",2020,Qtr 4,October,19,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history.",96 min,Philippe Aractingi,"Documentaries, International Movies",TV-14,2014,s2707,Heritages,Movie
"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,2018,Qtr 3,August,28,"In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",112 min,Van M. Pham,"Horror Movies, International Movies, Thrillers",TV-MA,2014,s1483,Conjuring Spirit,Movie
"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio EchevarrÃ­a, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond","United Kingdom, United States",2019,Qtr 4,December,31,Pierce Brosnan's final outing as 007 finds James Bond facing off against a North Korean terrorist who's in league with a British diamond merchant.,133 min,Lee Tamahori,Action & Adventure,PG-13,2002,s1752,Die Another Day,Movie
"Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates",2019,Qtr 3,September,19,This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.,84 min,"Jacques Perrin, Jacques Cluzaud","Documentaries, International Movies",G,2009,s4561,OcÃ©ans,Movie
"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher, Joe Don Baker, Judi Dench, Ricky Jay, GÃ¶tz Otto, Desmond Llewelyn, Vincent Schiavelli","United Kingdom, United States",2019,Qtr 4,December,31,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",119 min,Roger Spottiswoode,Action & Adventure,PG-13,1997,s7143,Tomorrow Never Dies,Movie
"Pierce Brosnan, Katie Leung, Manolo Cardona, Charlie Murphy, Pippa Bennett-Warner, Rufus Jones, Dermot Crowley, Jackie Chan, Simon Kunz, Rory Fleck Byrne, Liu Tao, Michael McElhatton, Orla Brady, David Pearse","United Kingdom, China, United States, India",2020,Qtr 1,February,14,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",113 min,Martin Campbell,"Action & Adventure, International Movies",R,2017,s6367,The Foreigner,Movie
"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie RenÃ©e Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,2019,Qtr 3,September,1,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.",108 min,Roger Donaldson,Action & Adventure,PG-13,1997,s1605,Dante's Peak,Movie
"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, TchÃ©ky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States",2019,Qtr 4,December,31,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",130 min,Martin Campbell,Action & Adventure,PG-13,1995,s2466,GoldenEye,Movie
"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards, Robbie Coltrane, Judi Dench, Desmond Llewelyn, John Cleese, Maria Grazia Cucinotta","United Kingdom, United States",2019,Qtr 4,December,31,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",128 min,Michael Apted,Action & Adventure,PG-13,1999,s7016,The World Is Not Enough,Movie
Pierfrancesco Diliberto,Italy,2018,Qtr 2,May,1,"Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposÃ© on organized crime in Naples.",45 min,Pierfrancesco Diliberto,"Documentaries, International Movies",TV-14,2016,s5235,Roberto Saviano: Writing Under Police Protection,Movie
"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",2015,Qtr 4,October,14,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,135 min,Stefano Sollima,"Dramas, International Movies, Thrillers",NR,2015,s5867,Suburra,Movie
"Pierre Bokma, Reinout Scholten van Aschat",Netherlands,2019,Qtr 2,June,4,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime.",12 min,Mathieu Auvray,"Dramas, International Movies, Sci-Fi & Fantasy",TV-MA,2015,s1505,Cosmos Laundromat: First Cycle,Movie
"Pietro Sibille, Nidia Bermejo, ToÃ±o Vega, Tommy PÃ¡rraga, Fausto Molina, Katerina D'Onofrio, Haysen Percovich, Emilram CossÃ­o, Sandro CalderÃ³n, Tony Dulzaidez","Chile, Peru",2018,Qtr 2,June,15,"In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army.",119 min,Eduardo Mendoza de Echave,"Dramas, International Movies",TV-MA,2017,s6561,The last hour,Movie
